label,stride_count_ratio_gravel,speed_ratio_slope_down,avg_z_accel_without_rollator_terrain_var,stride_count_without_rollator_terrain_var,avg_z_accel_ratio_slope_down,speed_ratio_gravel,speed_without_rollator_terrain_var,stride_count_with_rollator_terrain_var,stride_count_ratio_slope_down,speed_with_rollator_terrain_var,stride_count_ratio_sidewalk,speed_ratio_slope_up,avg_z_accel_ratio_slope_up,avg_z_accel_ratio_gravel,stride_count_ratio_slope_up,avg_z_accel_with_rollator_terrain_var,avg_z_accel_ratio_sidewalk,speed_ratio_sidewalk
1,1.236983842010772,1.0866551126516464,0.00018700454500000024,1.5187376725838269,1.1408850152179928,1.0943396226415094,1.6611570247933907,88.25,0.8536585365853658,36.73469387755101,1.0714285714285714,1.1734052111410602,1.1634888241010688,1.1010327555455877,1.4,0.0002208005322499998,1.064740602389976,1.0185185185185186
1,1.127659574468085,0.9799553571428571,6.23782933333334e-05,35.0,1.0833363555587792,1.0740740740740742,6.333333333333333,111.1040589569161,0.5714285714285714,9.750006250000014,1.1162790697674418,1.0943396226415094,1.1688532555879494,0.9849134228059793,1.2601731601731603,0.0002838141736666669,1.188535119965216,1.0740740740740742
1,1.1203252032520326,1.0754716981132075,0.0001142192994845681,9.145463510848122,1.141248785228377,1.1132075471698113,0.0,76.45678008821675,0.9095238095238096,40.854013862633884,1.2318133616118772,1.0754716981132075,0.9317046560405217,1.1821991750379919,1.4390243902439024,0.0003858553875950701,1.2727871456869073,1.2032813781788352
1,1.15,1.0162499999999999,0.00032949781691666647,7.583333333333333,1.0405796975420194,1.1296296296296295,10.666666666666666,126.49976332199547,0.7560975609756098,28.83167291666668,0.9782608695652174,1.1153846153846154,0.9020654413727026,1.1198186978529165,1.2894795127353267,0.0003930648512738559,1.1480014022010867,1.0
0,1.1161616161616161,1.037037037037037,0.0003462092315308642,4.074950690335307,1.0196333857211595,1.1346877351392024,8.474852071005897,292.6666666666667,0.7906976744186046,26.666666666666668,0.7380952380952381,1.1538461538461537,1.1318999028182701,1.2446796654622185,1.6585365853658536,0.0005566329308443151,0.9143693231432691,1.0
1,0.8571428571428571,1.0947544642857143,4.833467354234391e-05,40.40904513888889,1.0265344855865388,1.0041379310344825,3.745562130177524,111.23246931083874,0.8814912280701754,23.856289062499993,1.0434782608695652,1.1296296296296295,1.0217302083104889,0.9064917000127258,1.5914976262408287,0.0005260093972722906,1.1466444230873845,1.0535714285714286
0,1.0,1.0377358490566038,0.00012009880999999985,14.666666666666666,0.9949177983956101,1.145631067961165,9.583333333333334,176.66666666666666,0.7441860465116279,26.666666666666668,0.9574468085106383,1.1730769230769231,1.073635716693509,1.0669294587680163,1.4883720930232558,0.00011936612825000001,1.2294299820015484,1.0363636363636364
1,0.8952654232424677,1.0963636363636362,4.1604106928256475e-05,30.6981392733141,1.0719457194965971,1.0727272727272728,4.0,104.25,0.9243697478991596,8.88999999999999,1.0434782608695652,1.1320754716981132,1.08132115460111,1.0483930808876376,1.6046511627906976,0.00015122753089940805,1.1272961357825448,1.0363636363636364
0,1.0638297872340425,1.0178571428571428,0.00023226169966666685,16.916666666666668,1.0294032313634467,1.1320754716981132,9.0,39.0,0.803921568627451,30.333333333333332,1.0217391304347827,1.150943396226415,1.0567839334924747,1.1550735317676462,1.3658536585365855,6.0541410916666635e-05,1.161533287835178,1.0
0,1.0869565217391304,1.0576923076923077,8.988834758333331e-05,7.583333333333333,1.0016899556650745,1.0555555555555556,6.916666666666667,197.33721487082542,0.8150000000000001,127.11748299319684,1.1223188405797102,1.287933425797503,1.1104928382064045,0.9668130367801034,1.5952380952380953,0.0001959405938454962,0.9990809913435315,1.0
0,1.04,1.0555555555555556,8.513941716710111e-05,24.25,1.1916889725753768,1.0740740740740742,1.0,102.0,0.7,6.333333333333333,1.1904761904761905,1.0754716981132075,1.0366012877956143,1.0196828976390415,1.4390243902439024,0.0004615144966666662,1.187765079007619,1.0185185185185186
0,1.0833333333333333,1.0377358490566038,0.00037497116166666675,8.666666666666666,1.0104797547158897,1.0545454545454545,13.333333333333334,260.55240362811793,0.7674418604651163,25.0,0.8723404255319149,1.0961538461538463,1.1956483495856187,1.16082648350411,1.6732426303854875,0.000314372089306688,1.0530844782053945,1.0892857142857142
1,1.127659574468085,1.0377358490566038,5.855840958333338e-05,6.916666666666667,1.065056931967729,1.0943396226415094,14.375624999999992,211.96395833333335,0.7841463414634146,17.0,0.9130434782608695,1.146187469645459,1.1091969913536566,1.1046556482003502,1.4666666666666666,5.1882144916666594e-05,1.064740602389976,0.9821428571428571
0,1.065217391304348,1.0545454545454545,0.0005638062224934895,4.333333333333333,1.0238757132786211,1.1320754716981132,2.669166666666666,28.333333333333332,1.1111111111111112,18.666666666666668,0.8958333333333334,1.0915818686401482,1.243707855869537,1.1767016276438333,1.302325581395349,0.00023394399824999974,1.1677244674864622,1.0185185185185186
0,1.02,1.0377358490566038,0.00021235491491666673,12.25,0.9718039384850286,1.150943396226415,2.6666666666666665,146.91666666666666,0.7441860465116279,30.333333333333332,1.0465116279069768,1.1346153846153846,1.1754987040920868,1.1821471652593487,1.4186046511627908,0.00016534089554137233,1.1459460455856736,1.037037037037037
1,0.9622641509433962,1.0908180300500834,4.055203212755098e-05,25.32782369146007,1.0714965341461384,1.0725462304409672,2.855885373367889,81.987397605545,0.9450171821305842,4.093333333333331,1.0633270321361061,1.1320754716981132,1.1057005345589555,1.066073576296749,1.5813953488372092,0.00014570713107872702,1.1639926955848519,1.0545454545454545
1,0.9433962264150944,1.0377358490566038,6.400554833333332e-05,53.333333333333336,1.101926397177495,1.1320754716981132,1.0,132.25,0.5964912280701754,41.0,1.0444444444444445,1.1320754716981132,1.1308393974552533,1.0884142199411277,1.5121951219512195,9.933203091666662e-05,1.1022545917473086,1.0
1,1.5967555040556198,1.0342592592592592,0.0005267637541895224,21.111809664694274,1.0473796367192185,1.1320754716981132,3.6666666666666665,270.0722916666667,0.7872093023255814,36.622499999999995,0.8571428571428571,1.1538461538461537,1.0560184597530238,1.2554009914815414,1.6428571428571428,9.323569133333331e-05,1.1022545917473086,1.0
1,0.912280701754386,1.0796296296296295,4.241023136734716e-05,23.283008949092864,1.0838869817871393,1.0555555555555556,1.2291666666666667,90.56916666666666,0.9545289855072463,2.7997668557025843,1.0666666666666667,1.1132075471698113,1.1048985548347454,1.100242911317988,1.5952380952380953,8.941813328616054e-05,1.14698203891108,1.0667200961731114
1,1.1304347826086956,1.0754716981132075,5.4920424000000775e-05,6.916666666666667,1.1358406752779986,1.0943396226415094,1.0,167.98776436094286,0.8536585365853658,111.460340136054,0.7020703933747412,1.2514824797843662,1.1688532555879494,1.0880183213196422,1.407142857142857,0.0006987253857665378,0.9005327756584008,1.0
1,1.4762456546929317,1.0961538461538463,0.0002993455433912895,18.12463017751479,1.2067498086922186,1.1047619047619048,4.666666666666667,268.163735281132,0.875,62.44029615626971,0.8833510074231178,1.233009708737864,1.0455794645203533,1.1990478294141027,1.6343300110741972,0.0005861817769127211,0.8829512357849217,1.000805152979066
0,1.0851063829787233,1.0576923076923077,8.270875358333344e-05,2.9166666666666665,1.0294032313634467,1.1320754716981132,2.6666666666666665,228.66666666666666,0.75,19.666666666666668,1.1111111111111112,1.1132075471698113,1.1296367003302725,1.0884142199411277,1.627906976744186,9.42849760000001e-05,1.1104511503959764,1.0925925925925926
0,1.0416666666666667,1.080188679245283,3.0058315816570313e-05,14.415989583333326,1.1404466489191882,1.0943396226415094,2.3256249999999956,74.42607908002519,0.9186046511627907,8.0625,1.0967489228358793,1.1267605633802817,0.9797347808077164,1.1239489772813043,1.5404364569961488,0.00019935111088888952,1.1867078903049042,1.0377358490566038
1,0.9285714285714286,1.1567216981132076,3.0206436249999997e-05,39.333333333333336,0.9528952388988108,1.1543816081574292,5.833810404339235,29.666666666666668,0.94,33.72712239583333,1.1162790697674418,1.150943396226415,1.0164034037895344,1.0489490464099578,1.372093023255814,0.0005244202536100005,1.2497331910352187,1.0185185185185186
0,0.9811320754716981,1.0457142857142856,0.0003547452248759417,35.0,0.9876749271137021,1.0925925925925926,4.417291666666661,247.0,0.775,28.276666666666674,1.1219512195121952,1.165614375910636,1.03236860693763,1.2755634605966233,1.5681818181818181,0.00016884506456250092,1.101926397177495,1.0377358490566038
1,0.9107142857142857,1.1296296296296295,0.0001218083422500002,48.916666666666664,1.114285714285714,1.1238095238095238,2.25,78.0,0.7777777777777778,9.0,1.0434782608695652,1.1296296296296295,1.052116684453931,1.0447997940002576,1.5365853658536586,0.0002840609849166667,1.091432897528424,1.0740740740740742
1,0.98,1.0740740740740742,1.2880850984693849e-05,18.0,1.120906524765883,1.0754716981132075,3.6666666666666665,67.02333333333331,0.9674418604651163,3.6666666666666665,1.0930232558139534,1.1153846153846154,1.098895726207536,1.0366012877956143,1.525,0.00018926968317517024,1.1898378143243415,1.037037037037037
1,1.1266666666666667,1.0961538461538463,0.00018757160914729173,8.243043669617094,1.1419344628744943,1.100729927007299,0.889546351084813,81.86621315192745,0.8690744920993227,97.3792517006799,1.0465116279069768,1.2493261455525602,1.1952498154699198,1.1927845951747782,1.388095238095238,0.00018035478920791912,0.9724473526025568,1.0377358490566038
0,1.0851063829787233,1.021818181818182,0.00010395852481987881,8.333333333333334,1.204171400277294,1.1211895910780667,10.328895463510799,292.19435412728416,0.7953488372093024,79.88720226843097,0.6701581027667984,1.2358490566037736,1.1068513119533527,1.2151188092958483,1.675,0.0005125821272184341,0.8994875221954016,1.1595256916996046
1,0.9090909090909091,1.0185185185185186,5.209117891666677e-05,28.25,1.0328160275099048,1.0925925925925926,6.333333333333333,155.07666666666668,0.7395348837209302,17.0,1.0,1.1346153846153846,1.241416567885953,1.0669294587680163,1.3777777777777778,0.00011868848725197295,1.142948280466455,1.018181818181818
0,1.0455235204855842,1.0740740740740742,2.882573567361097e-05,17.929792817904712,1.0872113234510845,1.0802292263610314,3.07971729125579,68.25,0.9292730844793713,1.482041587901706,1.0930232558139534,1.111821086261981,1.0853644314868804,1.0018756073858115,1.5121951219512195,0.00027301917266666666,1.1931855885395322,1.0515297906602254
1,0.9433962264150944,1.0185185185185186,4.10004825000005e-06,70.96729166666665,1.161513300920985,1.0740740740740742,4.0,86.66666666666667,0.5964912280701754,17.0,1.1162790697674418,1.0925925925925926,1.1500777453838678,1.0843475263722553,1.4377406931964056,0.00014785580558333315,1.2497331910352187,0.9821428571428571
0,1.0625,1.0185185185185186,0.0001797962070153083,11.333333333333334,0.9867980328432864,1.1238095238095238,11.0,191.61395833333327,0.7646341463414634,13.333333333333334,1.119047619047619,1.1047619047619048,1.0524082232654186,0.9219234127363223,1.5853658536585367,0.0005860694273563459,1.2501784762651704,1.0
0,1.0196078431372548,1.037037037037037,0.0001846502666666668,20.666666666666668,1.1020503617723985,1.1132075471698113,4.916666666666667,59.666666666666664,1.1,12.0,1.0666666666666667,1.1238095238095238,1.1285594400259389,1.1036317347027593,1.4090909090909092,0.00037655001433333337,1.1666666666666667,1.018181818181818
1,0.9651785714285713,1.0947544642857143,5.035305825324286e-05,35.0,1.0256076402282488,1.0935668482382954,3.5655621301775313,90.31546850175643,0.8814912280701754,6.475929106608416,1.0516304347826086,1.1285846438482887,1.0355031915684842,1.0585880135909365,1.5616931216931218,7.714116064729138e-05,1.1476297512014493,1.1362577639751554
0,1.0,0.9977727272727273,0.0001577951113333335,10.916666666666666,1.0052298151390162,1.1320754716981132,9.0,142.91666666666666,0.7560975609756098,28.580006250000014,1.0444444444444445,1.1538461538461537,1.090607326117083,1.0851880234574143,1.3636363636363635,0.0006468663037291673,1.2289980727500447,1.018181818181818
0,1.0,1.037037037037037,6.336154160562494e-05,20.25,1.1419344628744943,1.0566037735849056,2.6666666666666665,144.66666666666666,0.673469387755102,22.333333333333332,1.1395348837209303,1.1730769230769231,1.113377065111759,1.0163071465354465,1.441860465116279,0.0001290603129166668,1.0904443214958965,1.0943396226415094
1,1.148936170212766,1.0754716981132075,3.3363715583333384e-05,11.042291666666658,1.1358174478582639,1.0943396226415094,1.0,110.89957781978582,0.8666666666666666,25.0,0.966632962588473,1.150943396226415,1.1956483495856187,1.1509246330064873,1.514762516046213,8.81565486589316e-05,1.1733578576822739,1.0185185185185186
0,1.06,0.9821428571428571,0.00013724747914062497,33.666666666666664,1.2010319294728875,1.1428571428571428,8.869166666666668,130.91666666666666,0.543859649122807,24.0,1.0,1.0730804810360777,1.1737261027262564,0.9701992225461613,1.3255813953488371,0.000497621723333333,1.1666682041678582,1.0
1,1.1333333333333333,1.0377358490566038,0.000143667679972656,4.916666666666667,0.9648986735942217,1.0727272727272728,6.666666666666667,204.22880907372402,0.7857142857142857,16.0,1.147826086956522,1.1346153846153846,1.0542383601548269,1.0669294587680163,1.7,0.000483968543113741,0.8430558325928881,1.0925925925925926
0,1.0556390977443608,1.0740740740740742,4.169445399999975e-05,21.40976331360947,1.0733330746533942,1.1111111111111112,1.0,68.51782312925174,0.9224489795918368,6.666666666666667,1.0909090909090908,1.1132075471698113,1.1132417120970128,1.0500648080274573,1.5586527293844368,0.00014049558537409593,1.1473041699508315,1.0555555555555556
0,1.1063829787234043,1.0961538461538463,7.79320468341055e-05,12.333333333333334,1.169461164218289,1.0857142857142856,0.9166666666666666,84.52897719138066,0.875,4.0,0.9385633270321361,1.0754716981132075,1.1500777453838678,1.1203944413159361,1.3523809523809525,0.0002225288051835231,1.0046338783960787,1.0377358490566038
0,1.0425531914893618,1.0925925925925926,0.00041779380680186784,10.916666666666666,0.9876749271137021,1.0397848720954284,6.87883136094678,43.0,0.9615384615384616,72.03176870748264,1.0222222222222221,1.2514824797843662,0.9986533851635889,1.197693613700523,1.3555555555555556,0.00039160199008916803,1.1085870491595191,1.0754716981132075
1,1.2195121951219512,1.0943396226415094,0.00020711349166666675,18.666666666666668,1.1715637424078718,1.0666666666666667,1.5833333333333333,136.66666666666666,0.6078431372549019,11.666666666666666,1.0666666666666667,1.1320754716981132,1.1107217104384812,1.065077216366025,1.372093023255814,0.00036675852955729164,1.1279462366583335,1.0555555555555556
0,1.1063829787234043,1.049074074074074,0.00031252585675728845,11.0,1.2052484261802916,1.1080088170462894,2.632642998027612,336.5659274574669,0.86625,14.222500000000002,0.6875631951466127,1.0943396226415094,1.1262125922319188,1.2144571675279991,1.75,0.00026002278051977983,0.9167998416879467,1.0
0,1.025236593059937,1.088679245283019,4.855593567611874e-05,16.712031558185394,1.1371156240130467,1.0943396226415094,2.5625,75.82333333333328,0.9395348837209304,3.6900000000000017,1.0952380952380953,1.1262135922330097,1.1105904396079336,0.9876397493315145,1.564102564102564,0.0003712022673694405,1.1872517867056798,1.051643192488263
0,1.0,1.0185185185185186,1.3489673000000027e-05,20.25,1.0843119528417635,1.1320754716981132,1.0,118.91666666666667,0.7446808510638298,17.0,1.0212765957446808,1.0754716981132075,1.0473796367192185,0.9529552700406637,1.4523809523809523,0.00037313922158333326,1.1269274371192362,1.0754716981132075
1,0.9056603773584906,1.087962962962963,3.062946089062485e-05,22.666666666666668,1.0864577686257013,1.037037037037037,2.6666666666666665,88.46120323129252,0.9656862745098039,13.484268707483006,1.0666666666666667,1.1401617250673854,1.1285594400259389,1.1030287699738457,1.5625692137320044,5.448021272933786e-05,1.1473809201984737,1.0545454545454545
1,1.4411085450346421,1.0566037735849056,0.00027514780941598205,17.690335305719923,1.1256505527227687,1.1348158181886594,11.020989891518717,227.58333333333334,0.8095238095238095,6.333333333333333,1.0714285714285714,1.0740740740740742,1.065056931967729,1.296042611909235,1.7073170731707317,0.00012517767922222187,1.0033035617142914,1.0727272727272728
0,1.04,1.0740740740740742,2.3688364449266943e-05,15.0,1.102513685805103,1.0943396226415094,3.6666666666666665,75.10249999999998,0.9568181818181819,7.986767485822322,1.069767441860465,1.1153846153846154,1.0853644314868804,1.097431317466539,1.5121951219512195,6.470233799999987e-05,1.180733428198743,1.0217391304347825
0,0.9803921568627451,1.0961538461538463,0.0002867814540000001,53.333333333333336,1.0833321406250747,1.0909090909090908,9.0,161.66666666666666,0.5818181818181818,17.333333333333332,1.1395348837209303,1.0943396226415094,0.9772368323190607,1.0662213108626233,1.6153846153846154,0.000479771081666666,1.2301506316812438,1.0
1,0.9002770083102493,1.0991027732463297,1.9151088528120724e-05,36.340970982688646,1.068599655810093,1.0909090909090908,4.373774104683207,99.34333333333335,0.9008156606851551,3.3958333333333335,1.0695187165775402,1.1264080100125158,1.0560184597530238,1.0074576119150669,1.5909090909090908,0.00023832073023539283,1.1476374212480316,1.0727272727272728
0,1.08,1.0943396226415094,5.0212521456668264e-05,18.916666666666668,1.1213800798371607,1.0943396226415094,2.6666666666666665,76.076497715816,0.9569767441860465,6.333333333333333,1.1004140786749483,1.1346153846153846,1.1820257315780118,1.0196828976390415,1.525,0.00022693597543518496,1.189628398761659,1.037037037037037
1,0.9607843137254902,1.0740740740740742,3.016476127821186e-05,22.666666666666668,1.084066939972608,1.0740740740740742,1.0,71.36916666666664,0.8959183673469389,6.333333333333333,1.0930232558139534,1.1132075471698113,1.0558725531028736,1.0012496236560884,1.5365853658536586,0.000298114381176871,1.1878281386708636,1.037037037037037
1,1.5063731170336037,1.025925925925926,7.729568005975293e-05,16.791296844181456,1.0294032313634467,1.0577121974763841,5.358318540433955,294.7371077504726,0.7952380952380952,48.99024574669187,0.7191940615058324,1.0943396226415094,1.066073576296749,1.0585880135909365,1.6341463414634145,9.708443968229165e-05,1.036295901023756,1.180998389694042
1,0.98,1.0377358490566038,0.0001523284226666668,14.333333333333334,1.2329983530719928,1.1739473981261992,7.427400147928975,76.33333333333333,0.78,18.666666666666668,0.9583333333333334,1.0925925925925926,1.0679300291545188,1.1510588212021404,1.4285714285714286,7.749363366666676e-05,1.090494496527463,1.0740740740740742
1,0.9423076923076923,1.0740740740740742,3.8962368250000017e-05,20.916666666666668,1.0761016127989849,1.0740740740740742,1.0,80.37006944444437,0.9309999999999999,2.6666666666666665,1.0666666666666667,1.1132075471698113,1.0936733239333418,1.0843475263722553,1.5634920634920633,8.614856518314891e-05,1.1473041699508315,1.0555555555555556
0,0.9807692307692307,1.0357142857142858,0.00026542672633333335,32.666666666666664,1.1094894883823814,1.0925925925925926,6.666666666666667,16.809172916666668,1.025408163265306,17.333333333333332,1.0454545454545454,1.150943396226415,1.28992628992629,1.1736246836051394,1.435897435897436,0.0001701853055833333,1.1459460455856736,1.018181818181818
1,0.9107142857142857,1.1153846153846154,4.780456333333365e-06,45.583333333333336,1.0843475263722553,1.0961538461538463,3.6666666666666665,134.91666666666666,0.673469387755102,1.3333333333333333,1.1627906976744187,1.0943396226415094,1.0852795968795057,1.1229834920823318,1.4878048780487805,0.00010164282291666667,1.2093656963690493,1.0555555555555556
1,1.175,1.0961538461538463,0.00024566889236849013,33.583333333333336,1.2645467142691267,1.150943396226415,8.0,123.07562499999999,0.6481481481481481,21.333333333333332,1.0444444444444445,1.1730769230769231,1.0032768811441521,1.0346938775510204,1.525,0.00020265136183583287,1.188245869776482,1.0363636363636364
